,tl_x,tl_y,br_x,br_y,t
46,449.8663330078125,311.1400146484375,523.8589477539062,349.9654541015625,8.466666666666667
47,445.9157409667969,308.5413513183594,517.1875610351562,347.1186218261719,8.5
48,438.4923095703125,303.9710388183594,515.6531372070312,343.2250671386719,8.533333333333333
49,433.3760986328125,299.09857177734375,509.60614013671875,340.40625,8.566666666666666
50,429.1679382324219,293.9105224609375,504.6194152832031,338.1153564453125,8.6
51,424.2015380859375,289.96649169921875,501.1607666015625,336.42828369140625,8.633333333333333
52,418.8402404785156,289.491943359375,495.7389221191406,335.240478515625,8.666666666666666
53,416.0964050292969,288.621826171875,488.8542175292969,330.8018798828125,8.7
54,414.9605712890625,286.0340270996094,482.17974853515625,323.6619567871094,8.733333333333333
55,407.05035400390625,285.3424377441406,475.65576171875,321.8179016113281,8.766666666666666
56,400.5893859863281,281.6926574707031,471.1396179199219,318.6257019042969,8.8
57,397.95501708984375,279.89544677734375,463.525634765625,316.5994873046875,8.833333333333334
58,391.2434997558594,276.9761047363281,459.6760559082031,314.9961853027344,8.866666666666667
59,384.4683532714844,272.93670654296875,454.5525817871094,311.40155029296875,8.9
60,379.51776123046875,271.18011474609375,445.48663330078125,308.8177490234375,8.933333333333334
61,373.2211608886719,270.5113830566406,438.0716247558594,302.3855895996094,8.966666666666667
62,371.3123779296875,267.7337646484375,433.81390380859375,301.7564697265625,9.0
63,364.3134460449219,264.2987976074219,428.8565979003906,298.7359924316406,9.033333333333333
64,361.4445495605469,262.94818115234375,417.6197814941406,292.66357421875,9.066666666666666
65,353.1392822265625,261.6351013183594,414.256591796875,293.9878234863281,9.1
66,349.81402587890625,258.90911865234375,407.2095947265625,293.58892822265625,9.133333333333333
67,347.286865234375,257.885986328125,404.56427001953125,287.468505859375,9.166666666666666
68,274.62310791015625,271.5737609863281,333.56719970703125,304.2344665527344,10.066666666666666
69,273.67840576171875,272.65252685546875,332.239013671875,306.8485107421875,10.1
70,273.7654113769531,273.0933837890625,330.8193664550781,306.294677734375,10.133333333333333
71,272.5557861328125,273.0881042480469,330.21771240234375,307.0166320800781,10.166666666666666
72,272.6459655761719,273.5439147949219,330.9352111816406,308.8229064941406,10.2
73,271.8035888671875,274.9236755371094,334.0391845703125,309.7090759277344,10.233333333333333
74,272.5765686035156,275.22869873046875,334.8576354980469,309.95758056640625,10.266666666666666
75,273.38299560546875,275.94622802734375,335.968505859375,310.82269287109375,10.3
76,275.0054931640625,276.87420654296875,335.5511474609375,309.3389892578125,10.333333333333334
77,275.4440002441406,276.7270202636719,336.5489196777344,309.5994567871094,10.366666666666667
78,276.58233642578125,276.1589050292969,339.5770263671875,309.5686340332031,10.4
79,278.2560729980469,276.3180236816406,339.5054626464844,310.3591613769531,10.433333333333334
80,309.779296875,245.11428833007812,385.85711669921875,289.8542175292969,10.8
81,315.4576416015625,241.10235595703125,386.279296875,289.1082763671875,10.833333333333334
82,323.5469055175781,238.7282257080078,387.4419860839844,285.48223876953125,10.866666666666667
83,327.2649841308594,236.4334259033203,386.4016418457031,282.1827392578125,10.9
84,327.1278991699219,235.82400512695312,390.9250793457031,279.7818298339844,10.933333333333334
85,328.65277099609375,232.55172729492188,393.6329345703125,276.33135986328125,10.966666666666667
86,331.4843444824219,229.0346221923828,401.4502258300781,275.2815246582031,11.0
87,333.3004455566406,226.40451049804688,401.6426696777344,269.4488220214844,11.033333333333333
88,336.1321105957031,223.25978088378906,402.1258850097656,266.1734924316406,11.066666666666666
89,336.0471496582031,217.46621704101562,416.4837341308594,266.96484375,11.1
90,336.8046875,215.0430908203125,419.38873291015625,264.9895324707031,11.133333333333333
91,343.3053283691406,213.5745391845703,419.6136169433594,265.8758544921875,11.166666666666666
92,349.0215148925781,212.28407287597656,424.5094909667969,260.81695556640625,11.2
93,349.6601257324219,210.7599334716797,422.1860046386719,256.69720458984375,11.233333333333333
94,349.0015869140625,210.2421875,421.106201171875,253.47900390625,11.266666666666666
95,356.7727966308594,210.6824951171875,423.3377380371094,248.55447387695312,11.433333333333334
96,357.5556945800781,209.606689453125,425.8914489746094,249.00393676757812,11.466666666666667
97,359.93212890625,209.42681884765625,428.4290771484375,248.93408203125,11.5
98,366.3082580566406,207.00015258789062,428.4223937988281,247.35931396484375,11.533333333333333
99,367.92132568359375,206.20663452148438,430.3502197265625,247.19155883789062,11.566666666666666
100,374.4522399902344,202.76084899902344,433.4319152832031,249.55308532714844,11.6
101,373.4545593261719,201.22232055664062,434.7368469238281,248.93035888671875,11.633333333333333
102,372.8700866699219,201.13145446777344,436.7427062988281,250.9805450439453,11.666666666666666
103,376.52752685546875,202.15704345703125,439.79632568359375,251.32595825195312,11.7
104,370.9745178222656,205.040283203125,440.1091003417969,253.38601684570312,11.733333333333333
105,372.2388610839844,206.22296142578125,442.3119812011719,252.399658203125,11.766666666666666
106,372.639404296875,207.33804321289062,451.6553955078125,256.65106201171875,11.8
107,376.0188903808594,209.5127410888672,454.4026794433594,256.4352722167969,11.833333333333334
108,378.4456481933594,214.01950073242188,455.0700378417969,257.4508972167969,11.866666666666667
109,406.28814697265625,236.11557006835938,467.73553466796875,266.3398742675781,12.033333333333333
110,409.44287109375,238.71267700195312,474.9080810546875,269.7923889160156,12.066666666666666
111,413.0203857421875,241.9210205078125,490.6519775390625,275.79254150390625,12.1
112,424.72845458984375,244.25967407226562,496.7493896484375,274.9795227050781,12.133333333333333
113,427.24249267578125,244.59495544433594,502.4755859375,280.48944091796875,12.166666666666666
114,437.1539306640625,241.3018341064453,511.84075927734375,291.56768798828125,12.2
115,459.4406433105469,251.50489807128906,522.0967407226562,288.4501953125,12.333333333333334
116,458.59393310546875,250.75665283203125,528.1450805664062,291.59039306640625,12.366666666666667
117,455.9770812988281,249.9332733154297,535.4381103515625,292.8736877441406,12.4
118,454.0972900390625,246.3628387451172,540.9194946289062,293.72381591796875,12.433333333333334
119,460.9731140136719,248.75534057617188,533.9573364257812,289.3422546386719,12.466666666666667
120,461.79254150390625,230.4479217529297,538.3442993164062,272.87493896484375,12.666666666666666
121,460.1583251953125,229.7216339111328,534.0272216796875,268.2568664550781,12.7
122,453.74749755859375,226.50350952148438,528.0579833984375,263.8431396484375,12.733333333333333
123,451.0925598144531,224.69781494140625,525.1126098632812,260.7533874511719,12.766666666666666
124,450.4704895019531,218.8328857421875,521.3807983398438,258.57159423828125,12.8
125,338.091552734375,162.55569458007812,408.85693359375,221.16976928710938,13.266666666666666
126,325.7197570800781,162.01837158203125,400.9306335449219,221.6634521484375,13.299999999999999
127,287.27569580078125,162.09405517578125,387.51324462890625,222.972412109375,13.366666666666667
128,280.8940124511719,161.57217407226562,382.9289855957031,221.9378662109375,13.4
129,239.59695434570312,165.72900390625,313.3219299316406,215.76336669921875,13.566666666666666
130,227.65283203125,165.36563110351562,311.74969482421875,216.42910766601562,13.6
131,147.5849609375,147.5692596435547,237.01116943359375,224.03831481933594,13.9
132,146.09237670898438,148.0064697265625,234.46493530273438,224.37136840820312,13.933333333333334
133,142.1545867919922,147.30014038085938,238.69712829589844,225.18206787109375,13.966666666666667
134,139.20138549804688,146.29971313476562,233.18301391601562,221.62173461914062,14.0
135,136.39710998535156,144.19578552246094,235.82508850097656,223.7872772216797,14.033333333333333
136,136.2279510498047,142.50965881347656,235.69239807128906,224.06358337402344,14.066666666666666
137,135.00518798828125,139.35174560546875,239.227783203125,224.96954345703125,14.1
138,136.32998657226562,138.1976318359375,239.44839477539062,225.32235717773438,14.133333333333333
139,143.0858154296875,145.38739013671875,230.33853149414062,220.68856811523438,14.166666666666666
140,144.23184204101562,144.01171875,239.54132080078125,223.02127075195312,14.2
141,148.4018096923828,146.8938751220703,242.16978454589844,221.43247985839844,14.233333333333333
142,157.01104736328125,148.8906707763672,243.1802978515625,220.3783416748047,14.266666666666666
143,207.75082397460938,163.89364624023438,291.2242126464844,218.116455078125,14.5
144,208.12252807617188,161.80104064941406,297.48175048828125,218.50086975097656,14.533333333333333
145,209.41903686523438,157.4857940673828,311.0735168457031,219.15318298339844,14.566666666666666
146,213.71038818359375,157.80226135253906,311.34161376953125,217.0945281982422,14.6
147,217.85128784179688,151.72415161132812,316.3242492675781,217.66909790039062,14.633333333333333
148,223.40289306640625,152.99639892578125,318.1553955078125,217.03326416015625,14.666666666666666
149,229.3380889892578,151.48406982421875,321.62054443359375,215.66055297851562,14.7
150,239.24229431152344,150.7150421142578,325.6445617675781,214.40162658691406,14.733333333333333
151,240.4325714111328,153.85052490234375,326.966552734375,212.913818359375,14.766666666666666
152,244.45361328125,151.05014038085938,334.35400390625,214.22555541992188,14.799999999999999
153,249.89404296875,152.68899536132812,338.37530517578125,215.11782836914062,14.833333333333334
154,252.63809204101562,152.63836669921875,345.4947814941406,216.26080322265625,14.866666666666667
155,255.4327850341797,148.16586303710938,347.61572265625,213.89849853515625,14.9
156,258.7360534667969,139.18043518066406,356.5465393066406,214.2077178955078,14.933333333333334
157,264.6645202636719,138.68365478515625,363.9865417480469,211.38766479492188,14.966666666666667
158,268.3576354980469,134.99032592773438,367.8796691894531,209.92153930664062,15.0
159,275.54388427734375,134.1458740234375,368.2620849609375,202.92001342773438,15.033333333333333
160,278.9814453125,131.21429443359375,370.3546142578125,205.19064331054688,15.066666666666666
161,274.3575134277344,126.46942138671875,371.5475158691406,196.64605712890625,15.1
162,281.8411560058594,119.06268310546875,374.3887023925781,189.335693359375,15.133333333333333
163,286.0621032714844,116.59149169921875,373.2073059082031,178.867431640625,15.166666666666666
164,285.003173828125,109.06794738769531,374.57562255859375,171.4763641357422,15.2
165,285.3208312988281,99.18838500976562,378.0115661621094,168.38311767578125,15.233333333333333
166,289.9251403808594,93.7083740234375,380.7850036621094,163.34075927734375,15.266666666666666
167,288.02557373046875,84.1788330078125,382.54022216796875,157.26715087890625,15.299999999999999
168,293.3344421386719,78.26897430419922,381.6190490722656,152.43130493164062,15.333333333333334
169,294.66748046875,72.90806579589844,380.27490234375,139.87294006347656,15.366666666666667
170,294.95953369140625,62.76117706298828,383.3082275390625,130.41299438476562,15.4
171,295.7479553222656,56.718929290771484,381.6315002441406,125.62171936035156,15.433333333333334
172,295.8077392578125,50.107547760009766,382.750244140625,118.53190612792969,15.466666666666667
173,302.1437072753906,45.014198303222656,385.2279357910156,108.09185028076172,15.5
174,305.1221923828125,35.79671859741211,393.1348876953125,103.46975708007812,15.533333333333333
175,308.8795166015625,27.005023956298828,391.44720458984375,97.3150634765625,15.566666666666666
176,310.32232666015625,22.708940505981445,393.713623046875,86.62061309814453,15.6
177,307.9313049316406,8.229156494140625,395.8009338378906,82.65074157714844,15.633333333333333
178,309.0758056640625,2.7257118225097656,393.11767578125,73.19924926757812,15.666666666666666
179,306.7043151855469,0.0,402.3031311035156,68.66410827636719,15.7
180,306.8702392578125,0.0,404.6278076171875,59.084590911865234,15.733333333333333
181,306.2975769042969,0.0,412.2143859863281,53.111122131347656,15.766666666666666
182,310.4061279296875,0.0,402.75396728515625,43.46879577636719,15.799999999999999
183,314.51849365234375,0.0,410.6544189453125,35.72599792480469,15.833333333333334
184,315.24169921875,0.0,413.967041015625,27.45531463623047,15.866666666666667
185,488.20880126953125,123.76646423339844,528.4081420898438,148.71339416503906,19.933333333333334
186,479.8284606933594,122.73980712890625,520.4573364257812,147.82537841796875,19.966666666666665
187,465.36370849609375,119.87223052978516,507.1494140625,144.73350524902344,20.0
188,451.4912109375,117.57474517822266,493.358154296875,143.15980529785156,20.03333333333333
189,437.5936279296875,115.56918334960938,483.11737060546875,141.15054321289062,20.066666666666666
190,366.76885986328125,95.91791534423828,411.49407958984375,123.7383041381836,20.266666666666666
191,352.40673828125,90.8681640625,399.14630126953125,122.36572265625,20.3
192,339.4635009765625,88.00537109375,387.8309326171875,119.794921875,20.333333333333332
193,331.76739501953125,85.7419204711914,376.841796875,118.2210464477539,20.366666666666667
194,319.229736328125,80.14404296875,373.9085693359375,119.07000732421875,20.4
195,288.0798645019531,71.91291046142578,341.3592224121094,108.75838470458984,20.53333333333333
196,283.16534423828125,69.66493225097656,334.37945556640625,106.1522216796875,20.566666666666666
197,275.3970642089844,65.4273910522461,331.7458801269531,103.36824798583984,20.6
198,272.3802185058594,66.25210571289062,325.9598083496094,102.55793762207031,20.633333333333333
199,269.0387268066406,64.1511001586914,325.4147033691406,102.7455062866211,20.666666666666668
200,264.1065979003906,64.18031311035156,322.8299255371094,101.02507019042969,20.7
201,262.57830810546875,64.67473602294922,319.399169921875,98.76395416259766,20.733333333333334
202,251.9041748046875,59.07097625732422,318.9033203125,100.3320083618164,20.766666666666666
203,245.32879638671875,51.00386428833008,317.53802490234375,100.43490600585938,20.8
204,243.4811248779297,48.326698303222656,317.4385070800781,100.31291961669922,20.833333333333332
205,241.67433166503906,45.03583526611328,321.9131164550781,101.55498504638672,20.866666666666667
206,240.2254638671875,43.432395935058594,322.5557861328125,100.95305633544922,20.9
207,240.42234802246094,40.290771484375,324.8197021484375,99.47311401367188,20.933333333333334
208,240.70921325683594,36.82471466064453,323.83099365234375,97.15251922607422,20.966666666666665
209,241.46896362304688,34.38240051269531,322.0945739746094,93.35955810546875,21.0
210,242.24131774902344,27.848966598510742,321.0774230957031,91.40228271484375,21.03333333333333
211,243.06275939941406,21.77307891845703,324.80560302734375,91.07839965820312,21.066666666666666
212,245.73289489746094,18.101810455322266,327.121826171875,86.97779846191406,21.1
213,247.05404663085938,14.406543731689453,332.8034362792969,81.53237915039062,21.133333333333333
214,248.9764404296875,10.84701919555664,338.1212158203125,79.16609191894531,21.166666666666668
215,253.94732666015625,4.405433654785156,341.407958984375,76.3797836303711,21.2
216,256.7127685546875,2.6193199157714844,342.18316650390625,66.94239807128906,21.233333333333334
217,261.0078125,0.30640411376953125,346.210205078125,59.51105880737305,21.266666666666666
218,261.7726135253906,0.1422271728515625,350.3188781738281,54.97093963623047,21.3
219,266.2872619628906,0.2236614227294922,351.9847717285156,48.03509521484375,21.333333333333332
220,268.58001708984375,0.35248756408691406,353.79400634765625,41.78059387207031,21.366666666666667
221,272.2244873046875,0.2716407775878906,365.7996826171875,36.356563568115234,21.4
222,272.88031005859375,0.0,365.29632568359375,27.613935470581055,21.433333333333334
223,355.5023498535156,0.026572227478027344,451.8386535644531,29.386924743652344,22.1
224,367.8481750488281,0.8286399841308594,471.2701721191406,64.29635620117188,22.166666666666668
225,371.511962890625,1.0621986389160156,477.12310791015625,77.91270446777344,22.2
226,0.0,5.22406005859375,112.60350799560547,228.86343383789062,33.2
227,0.0,16.03759765625,121.7876205444336,208.34144592285156,33.3
228,0.0,19.368072509765625,126.528076171875,206.49859619140625,33.333333333333336
229,0.2215728759765625,26.141448974609375,128.14125061035156,185.86114501953125,33.36666666666667
230,0.0,26.360794067382812,132.007080078125,181.8815155029297,33.4
231,0.0,27.852622985839844,134.72903442382812,162.92385864257812,33.43333333333333
232,0.0,29.981006622314453,136.8880615234375,157.1655731201172,33.46666666666667
233,0.0,32.257205963134766,140.91404724121094,149.00103759765625,33.5
234,0.0,32.599647521972656,143.2623291015625,149.98931884765625,33.53333333333333
235,0.0,32.94367599487305,145.463623046875,150.09849548339844,33.56666666666666
236,0.9721298217773438,34.64404296875,148.0166015625,147.39654541015625,33.6
237,2.1857681274414062,35.89816665649414,151.40457153320312,146.90545654296875,33.63333333333333
238,1.4243927001953125,35.957489013671875,154.4719696044922,150.719482421875,33.666666666666664
239,2.806976318359375,39.608985900878906,157.0789794921875,151.79672241210938,33.7
240,5.1657562255859375,39.90919494628906,159.7627716064453,151.64540100097656,33.733333333333334
241,10.569587707519531,42.34263229370117,161.41177368164062,150.94239807128906,33.766666666666666
242,17.403976440429688,43.942440032958984,163.9630584716797,153.70602416992188,33.8
243,24.04766845703125,47.16999053955078,166.52096557617188,156.48660278320312,33.833333333333336
244,31.406875610351562,49.170326232910156,169.28009033203125,159.98095703125,33.86666666666667
245,36.924293518066406,51.0331916809082,170.89105224609375,162.7849884033203,33.9
246,41.2332763671875,53.79201126098633,174.58489990234375,168.17742919921875,33.93333333333333
247,44.60608673095703,55.47412109375,180.15997314453125,175.46920776367188,33.96666666666667
248,52.503929138183594,61.26838302612305,186.86505126953125,176.05992126464844,34.0
249,62.41151428222656,66.5902099609375,194.03846740722656,173.80592346191406,34.03333333333333
250,72.07820129394531,72.72796630859375,195.1511993408203,174.43002319335938,34.06666666666666
251,80.17350769042969,75.59781646728516,197.4300079345703,175.57553100585938,34.1
252,238.40887451171875,159.46144104003906,327.989990234375,215.29685974121094,34.56666666666666
253,249.721923828125,159.873779296875,336.062255859375,216.38177490234375,34.6
254,250.197021484375,156.3027801513672,360.12548828125,220.02659606933594,34.63333333333333
255,260.8653259277344,155.59129333496094,374.0978088378906,218.8411407470703,34.666666666666664
256,268.4360656738281,153.6680450439453,377.9881896972656,218.08399963378906,34.7
257,278.5643310546875,151.703369140625,382.1978759765625,220.44207763671875,34.733333333333334
258,285.3121643066406,150.5087432861328,410.4157409667969,222.90342712402344,34.86666666666667
259,296.8182067871094,151.39532470703125,410.8342590332031,225.11965942382812,34.9
260,304.0257568359375,154.66226196289062,415.278564453125,227.1116943359375,34.93333333333333
261,303.5876159667969,155.81980895996094,416.9986877441406,227.32057189941406,34.96666666666667
262,305.4837341308594,154.98345947265625,415.3981628417969,226.23837280273438,35.0
263,312.0659484863281,157.56849670410156,421.3100280761719,224.3125457763672,35.03333333333333
264,313.456298828125,158.2296142578125,420.3450927734375,224.59649658203125,35.06666666666666
265,314.0820007324219,159.0770721435547,424.0814514160156,226.84898376464844,35.1
266,317.77716064453125,157.86834716796875,423.88348388671875,226.49603271484375,35.13333333333333
267,321.27508544921875,159.8601531982422,424.13433837890625,223.5522003173828,35.166666666666664
268,320.8028259277344,158.4685516357422,425.7207336425781,223.0197296142578,35.2
269,321.9874572753906,164.1678924560547,426.3395080566406,223.2417755126953,35.233333333333334
270,326.86785888671875,160.27151489257812,425.96136474609375,221.03384399414062,35.266666666666666
271,325.9742431640625,159.95843505859375,426.04437255859375,222.98220825195312,35.3
272,334.5751037597656,162.32655334472656,419.7705383300781,226.46800231933594,35.43333333333333
273,335.0362243652344,162.89892578125,426.4616394042969,224.76141357421875,35.46666666666667
274,339.25677490234375,161.21282958984375,425.68035888671875,224.76834106445312,35.5
275,340.7604675292969,162.18655395507812,428.9786071777344,224.87643432617188,35.53333333333333
276,341.5653991699219,162.963623046875,430.3653259277344,225.161865234375,35.56666666666666
277,343.3619384765625,164.50311279296875,431.46624755859375,226.11953735351562,35.6
278,344.3787841796875,165.6578826904297,426.22540283203125,225.1588592529297,35.63333333333333
279,348.8773193359375,166.08676147460938,429.65472412109375,225.23892211914062,35.666666666666664
280,353.61163330078125,164.84051513671875,434.2967529296875,224.14907836914062,35.7
281,356.1575012207031,167.76171875,439.3036804199219,228.87210083007812,35.766666666666666
282,357.7177734375,169.9844970703125,440.23260498046875,228.96090698242188,35.8
283,361.4969787597656,170.0575714111328,442.2557067871094,229.7608184814453,35.833333333333336
284,364.5807800292969,171.94357299804688,441.5692443847656,229.88482666015625,35.86666666666667
285,363.33636474609375,172.65054321289062,442.05316162109375,232.02044677734375,35.9
286,365.5206604003906,173.30007934570312,441.7331237792969,232.96322631835938,35.93333333333333
287,367.8690490722656,187.47296142578125,443.0074768066406,236.99765014648438,36.06666666666666
288,366.87603759765625,188.51907348632812,443.22589111328125,238.33245849609375,36.1
289,367.1019592285156,191.19720458984375,440.4626159667969,238.44989013671875,36.13333333333333
290,369.3038635253906,193.37921142578125,438.2638854980469,238.3619384765625,36.166666666666664
291,369.05938720703125,197.4490966796875,431.5023193359375,239.8602294921875,36.2
292,367.1506042480469,199.5436553955078,426.2241516113281,239.54441833496094,36.233333333333334
293,426.8387756347656,116.14717864990234,485.9371643066406,155.63343811035156,39.86666666666667
294,520.40478515625,147.560546875,574.54443359375,191.33499145507812,40.03333333333333
295,347.0907287597656,222.72198486328125,392.3515930175781,253.96231079101562,43.733333333333334
296,351.49639892578125,227.94764709472656,401.0631103515625,258.9128723144531,43.766666666666666
297,364.97760009765625,233.42745971679688,413.6317138671875,267.70751953125,43.8
298,372.67138671875,237.55133056640625,420.642333984375,272.37298583984375,43.833333333333336
299,421.5779113769531,277.64453125,468.3476257324219,309.11309814453125,44.0
300,428.20062255859375,285.32659912109375,480.34588623046875,314.6436767578125,44.03333333333333
301,435.3938293457031,287.9272766113281,495.4513854980469,322.2077941894531,44.06666666666666
302,441.0311279296875,292.3041076660156,498.4666748046875,327.5959167480469,44.1
303,450.7997741699219,296.18310546875,510.2624816894531,331.83770751953125,44.13333333333333
304,481.99810791015625,327.3786926269531,533.0253295898438,356.2712097167969,44.3
305,483.08087158203125,329.5370178222656,536.9119262695312,360.3465270996094,44.333333333333336
306,491.25653076171875,333.31549072265625,539.5863647460938,364.64154052734375,44.36666666666667
307,497.9128112792969,335.9931640625,545.0977783203125,366.06072998046875,44.4
308,497.9945373535156,340.0741882324219,545.8522338867188,369.6923522949219,44.43333333333333
309,513.5728149414062,347.4848327636719,557.1102905273438,380.8498229980469,44.63333333333333
310,513.2481079101562,350.7232666015625,555.8827514648438,381.9190673828125,44.666666666666664
311,469.9263000488281,333.24688720703125,515.187255859375,361.15447998046875,45.233333333333334
312,466.9434509277344,330.42218017578125,515.391845703125,361.1610107421875,45.266666666666666
313,460.94781494140625,325.8793029785156,509.84454345703125,358.8201599121094,45.3
314,457.3070373535156,323.04742431640625,506.2987365722656,355.5306396484375,45.333333333333336
315,449.9093322753906,318.3810729980469,499.2759704589844,351.9851379394531,45.36666666666667
316,443.8548889160156,318.4015808105469,489.7395935058594,348.9173889160156,45.43333333333333
317,429.22540283203125,314.6530456542969,471.36395263671875,343.2632751464844,45.53333333333333
318,420.8785705566406,312.0356140136719,465.2607116699219,340.9119567871094,45.56666666666666
319,417.99346923828125,310.65277099609375,459.6611328125,339.01910400390625,45.6
320,1.5992317199707031,111.42394256591797,68.29806518554688,156.13604736328125,48.86666666666667
321,2.6345748901367188,110.22315979003906,69.87792205810547,153.0254364013672,48.93333333333333
322,1.57135009765625,108.24968719482422,70.56714630126953,151.4876708984375,48.96666666666667
323,1.8462715148925781,108.05731201171875,71.06993103027344,150.72280883789062,49.0
324,2.8063316345214844,107.36367797851562,70.54533386230469,149.76254272460938,49.03333333333333
325,1.9630203247070312,106.18693542480469,72.49462890625,150.7867889404297,49.06666666666666
326,2.6292953491210938,105.06333923339844,72.76849365234375,149.92819213867188,49.1
327,0.6969108581542969,101.74578857421875,72.8974609375,149.02359008789062,49.13333333333333
328,0.8427276611328125,98.29220581054688,72.64631652832031,146.9281005859375,49.166666666666664
329,0.3695526123046875,93.62446594238281,69.35169982910156,142.24249267578125,49.2
330,0.6125984191894531,89.54252624511719,68.82926940917969,138.7211456298828,49.233333333333334
331,0.3215522766113281,83.8479995727539,67.14364624023438,136.727294921875,49.266666666666666
332,0.0,78.22550964355469,65.35108947753906,129.04428100585938,49.3
333,0.0,27.554378509521484,53.67705154418945,102.08978271484375,49.5
334,0.0,7.8838348388671875,55.280479431152344,97.73027038574219,49.53333333333333
335,0.0,3.8648948669433594,52.86249923706055,82.54409790039062,49.56666666666666
336,0.25028038024902344,0.3107147216796875,49.83732604980469,72.84625244140625,49.6
337,402.58935546875,334.223388671875,454.56329345703125,364.47027587890625,53.9
338,396.4503479003906,333.2374572753906,447.0711975097656,364.9128112792969,53.93333333333333
339,304.1987609863281,298.24969482421875,363.2104797363281,363.544677734375,54.36666666666667
340,288.4081726074219,299.65338134765625,360.1499328613281,364.41009521484375,54.46666666666667
341,405.1286315917969,358.6033630371094,455.2096862792969,407.2070007324219,55.6
342,405.7207336425781,357.9228515625,455.6731262207031,404.92205810546875,55.63333333333333
343,406.9989013671875,357.3195495605469,455.86065673828125,405.2978820800781,55.666666666666664
344,408.8736572265625,356.4405517578125,458.59405517578125,406.05230712890625,55.699999999999996
345,403.7186279296875,361.84423828125,457.3238525390625,408.06121826171875,55.9
346,400.93548583984375,362.7247619628906,457.218505859375,411.8036193847656,55.93333333333333
